ID,First_Name,Last_Name,Team,Position,Assists,bonus,Total points,xA,CS,Gc,Goals Scored,minutes,red_cards,starts,xG,xGi,xGc,code,PpG
345,Kevin,De Bruyne,13,3,9,12,114,6.75,10,19,4,1694,0,19,5.17,11.92,21.47,61366,4.1
346,Jérémy,Doku,13,3,6,3,88,3.81,8,14,3,1506,0,16,1.32,5.13,15.18,248875,3.0
347,Ederson,Santana de Moraes,13,1,4,9,111,0.16,10,26,0,2320,0,26,0.00,0.16,29.50,121160,4.3
348,Phil,Foden,13,3,3,10,105,5.33,6,24,7,1771,0,20,5.17,10.49,29.11,209244,3.8
349,Jack,Grealish,13,3,1,4,38,1.67,2,10,1,710,0,7,1.13,2.80,11.33,114283,1.9
350,Joško,Gvardiol,13,2,0,15,153,2.92,13,41,5,3278,0,36,4.60,7.52,44.27,477424,4.1
351,Erling,Haaland,13,4,3,26,181,2.04,10,38,22,2736,0,31,21.90,23.94,41.27,223094,5.8
352,Julián,Álvarez,13,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461358,0.0
353,João,Cavaco Cancelo,13,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,121145,0.0
354,Mateo,Kovačić,13,3,3,13,109,3.21,10,29,6,2194,1,25,1.91,5.11,31.50,91651,3.5
355,Rico,Lewis,13,2,2,1,66,1.01,5,27,1,1888,1,21,1.32,2.33,27.60,477064,2.4
356,Matheus,Nunes,13,3,7,6,81,3.32,9,19,1,1670,0,19,1.11,4.43,24.87,465351,3.1
357,James,McAtee,13,3,0,0,31,0.80,0,6,3,340,0,3,2.80,3.60,5.25,432714,2.1
358,Stefan,Ortega Moreno,13,1,0,0,35,0.00,3,18,0,1099,0,12,0.00,0.00,19.12,88248,2.7
359,Kalvin,Phillips,13,3,0,0,27,0.46,1,30,0,1231,1,14,0.45,0.91,27.21,155405,1.4
360,Rodrigo 'Rodri',Hernandez Cascante,13,3,0,0,3,0.09,0,1,0,72,0,1,0.00,0.09,0.33,220566,1.0
361,Rúben,dos Santos Gato Alves Dias,13,2,0,7,90,1.20,11,21,0,2269,0,25,1.54,2.74,29.48,171314,3.3
362,John,Stones,13,2,0,2,29,0.17,1,11,2,544,0,6,0.60,0.77,5.95,97299,2.6
363,Kyle,Walker,3,2,0,0,13,1.34,0,21,0,966,0,9,0.12,1.46,19.26,58621,0.9
364,Amad,Diallo,14,3,8,17,129,3.98,7,30,8,1898,0,20,4.71,8.69,31.71,493250,5.0
365,Antony,dos Santos,14,3,0,0,8,0.21,0,2,0,135,0,0,0.60,0.81,2.05,467169,1.0
366,Bruno,Borges Fernandes,14,3,12,28,174,7.89,10,47,8,3017,2,35,9.93,17.82,45.85,141746,4.8
367,Altay,Bayındır,14,1,0,0,8,0.00,1,10,0,360,0,4,0.00,0.00,6.93,451302,2.0
368,Carlos Henrique,Casimiro,14,3,0,3,48,1.99,6,20,1,1489,0,18,1.80,3.79,24.00,61256,2.0
369,Diogo,Dalot Teixeira,14,2,4,9,95,2.35,8,45,0,2812,0,31,1.96,4.31,46.95,216051,2.9
370,Christian,Eriksen,14,3,2,0,45,2.60,4,16,1,1052,0,11,1.31,3.91,18.54,80607,2.0
371,Jonny,Evans,14,2,0,3,15,0.02,1,2,0,312,0,3,0.11,0.13,2.96,37642,2.1
372,Alejandro,Garnacho Ferreyra,14,3,4,7,106,2.76,5,36,6,2188,0,23,7.40,10.16,35.43,493105,2.9
373,Hannibal,Mejbri,3,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,465527,0.0
374,Tom,Heaton,14,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,21205,0.0
375,Rasmus,Højlund,14,4,1,8,78,1.14,6,31,4,1998,0,23,5.10,6.24,30.44,497894,2.4
376,Victor,Lindelöf,14,2,0,0,27,0.09,2,9,0,695,0,6,0.00,0.09,8.59,184667,1.7
377,Harry,Maguire,14,2,0,3,48,0.25,3,27,1,1751,0,19,1.82,2.07,26.83,95658,1.8
378,Kobbie,Mainoo,14,3,0,0,42,1.78,5,27,0,1646,0,19,0.84,2.62,25.23,516895,1.7
379,Tyrell,Malacia,14,2,0,0,2,0.02,0,1,0,99,0,2,0.00,0.02,0.78,222690,0.7
380,Lisandro,Martínez,14,2,1,5,68,1.21,6,27,2,1751,0,20,1.33,2.54,30.17,221820,3.4
381,Scott,McTominay,14,3,0,0,2,0.00,0,1,0,17,0,0,0.07,0.07,0.66,195851,1.0
382,Mason,Mount,14,3,0,0,25,0.57,3,11,1,613,0,8,3.37,3.94,8.24,184341,1.5
383,André,Onana,14,1,0,8,120,0.20,9,44,0,3060,0,34,0.00,0.20,47.79,202641,3.5
384,Facundo,Pellistri Rebollo,14,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,488404,0.0
385,Marcus,Rashford,14,3,4,9,95,3.43,7,15,6,1414,0,16,4.67,8.10,21.68,176297,3.8
386,Jadon,Sancho,14,3,5,3,86,3.10,7,24,3,1754,0,19,2.13,5.23,23.66,209243,2.8
387,Luke,Shaw,14,2,0,0,5,0.77,0,5,0,346,0,4,0.03,0.80,3.81,106760,0.7
388,Aaron,Wan-Bissaka,19,2,6,15,118,2.75,6,59,2,3154,0,35,1.18,3.93,56.95,214590,3.3
389,Joshua,Zirkzee,14,4,2,6,64,1.04,3,24,3,1385,0,14,4.64,5.68,24.84,458249,2.0
390,Alex,Murphy,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,545477,0.0
391,Miguel,Almirón Rejala,15,3,0,0,10,0.19,0,3,0,150,0,1,0.52,0.71,3.67,179018,1.1
392,Harvey,Barnes,15,3,5,13,130,4.40,6,23,9,1746,0,17,6.45,10.85,24.32,201666,3.9
393,Sven,Botman,15,2,0,0,18,0.22,2,4,0,412,0,6,0.59,0.81,5.07,220237,2.2
394,Bruno,Guimarães Rodriguez Moura,15,3,6,10,135,5.32,13,44,5,3273,0,38,4.34,9.66,43.41,208706,3.6
395,Dan,Burn,15,2,1,9,115,1.09,13,45,1,3330,0,37,1.97,3.06,45.22,78916,3.1
396,Martin,Dúbravka,15,1,0,2,44,0.00,5,12,0,900,0,10,0.00,0.00,11.19,67089,4.4
397,Ryan,Fraser,17,3,0,0,7,0.10,0,12,0,303,1,4,0.02,0.12,10.39,90105,0.9
398,Anthony,Gordon,15,3,6,9,124,4.80,10,33,6,2428,0,28,8.19,12.99,32.62,232826,3.6
399,Lewis,Hall,15,2,7,11,102,3.73,8,31,0,2188,0,24,0.43,4.16,29.73,487838,3.8
400,Isaac,Hayden,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,153127,0.0
401,Alexander,Isak,15,4,6,36,211,3.59,12,41,23,2758,0,34,20.33,23.92,36.85,219168,6.2
402,Jacob,Murphy,15,3,13,11,159,6.14,11,31,8,2356,0,31,5.89,12.03,28.19,114243,4.5
403,Joelinton Cássio,Apolinário de Lira,15,3,4,11,99,2.17,10,32,4,2394,0,29,3.74,5.91,31.79,180974,3.4
404,Lloyd,Kelly,15,2,1,0,12,0.11,0,6,0,299,0,4,0.41,0.52,5.72,235530,1.2
405,Emil,Krafth,15,2,0,0,17,0.04,1,2,0,334,0,2,0.04,0.08,6.50,111773,1.4
406,Garang,Kuol,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,564510,0.0
407,Jamaal,Lascelles,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,101148,0.0
408,Jamal,Lewis,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,194799,0.0
409,Tino,Livramento,15,2,1,6,105,2.70,10,40,0,2835,0,32,0.33,3.03,37.83,441191,2.8
410,Sean,Longstaff,11,3,1,0,34,0.22,2,11,0,783,0,8,0.60,0.82,11.32,180135,1.4
411,Lewis,Miley,15,3,0,1,21,0.30,0,4,1,304,0,1,0.57,0.87,5.68,547719,1.5
412,Odysseas,Vlachodimos,15,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,111452,0.0
413,Nick,Pope,15,1,0,2,102,0.00,8,35,0,2520,0,28,0.00,0.00,34.94,98747,3.6
414,John,Ruddy,15,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,19236,0.0
415,Fabian,Schär,15,2,2,4,118,1.01,11,42,4,2935,1,33,3.94,4.95,37.26,119471,3.5
416,Matt,Targett,15,2,0,0,2,0.07,0,0,0,20,0,0,0.00,0.07,0.26,169359,1.0
417,Sandro,Tonali,15,3,2,10,106,2.77,11,34,4,2625,0,28,4.46,7.23,33.18,432422,2.9
418,Kieran,Trippier,15,2,3,8,72,1.44,6,18,0,1299,0,14,0.12,1.56,17.05,77794,2.9
419,Joe,White,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461484,0.0
420,Joe,Willock,15,3,2,0,46,0.93,4,16,0,1065,0,11,1.65,2.58,15.01,200089,1.4
421,Callum,Wilson,15,4,0,0,19,0.09,0,7,0,355,0,2,0.36,0.45,6.07,75115,1.1
422,Ola,Aina,16,2,1,15,128,2.25,12,39,2,2996,0,35,0.63,2.88,40.59,159506,3.7
423,Elliot,Anderson,16,3,6,8,107,3.51,13,37,2,2726,0,33,2.04,5.55,40.36,215379,2.9
424,Taiwo,Awoniyi,16,4,0,0,32,0.12,1,10,1,398,0,3,2.15,2.27,6.65,210156,1.2
425,Willy,Boly,16,2,0,0,6,0.00,0,1,0,146,0,1,0.07,0.07,2.68,90585,1.0
426,Josh,Bowler,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,245830,0.0
427,Carlos Miguel,dos Santos Pereira,16,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,475123,0.0
428,Eric,da Silva Moreira,16,3,0,0,2,0.00,0,0,0,28,0,0,0.00,0.00,0.31,569014,1.0
429,Danilo,dos Santos de Oliveira,16,3,0,0,11,0.01,1,4,0,270,0,5,0.00,0.01,4.86,513046,1.4
430,Emmanuel,Dennis,16,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,230251,0.0
431,Nicolás,Domínguez,16,3,1,0,54,1.58,7,27,0,1954,0,23,1.58,3.16,31.90,250199,1.6
432,Anthony,Elanga,15,3,11,15,153,5.12,12,35,6,2496,0,31,4.81,9.93,38.74,449434,4.0
433,Morgan,Gibbs-White,16,3,11,18,154,4.68,13,34,7,2806,1,34,6.31,10.99,41.21,222531,4.5
434,Callum,Hudson-Odoi,16,3,3,7,103,2.54,11,23,5,2190,0,25,2.52,5.06,27.79,209046,3.3
435,Alex,Mighten,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,244930,0.0
436,Murillo,Costa dos Santos,16,2,0,18,130,1.15,12,44,2,3188,0,36,1.47,2.62,47.42,575476,3.6
437,Neco,Williams,16,2,3,8,109,1.54,10,31,1,2588,0,28,2.29,3.83,38.50,215136,3.1
438,Omar,Richards,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,204822,0.0
439,Lewis,O'Brien,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,243345,0.0
440,Andrew,Omobamidele,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,466404,0.0
441,Jonathan,Panzo,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,209035,0.0
442,Ibrahim,Sangaré,16,3,1,0,20,0.21,2,6,0,584,0,7,0.02,0.23,8.41,210462,1.5
443,Matz,Sels,16,1,1,11,150,0.26,13,46,0,3420,0,38,0.00,0.26,50.17,85633,3.9
444,Harry,Toffolo,16,2,0,0,4,0.01,0,2,0,135,0,1,0.02,0.03,2.88,114241,1.0
445,Matt,Turner,16,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,224068,0.0
446,Hwang,Ui-jo,16,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,201440,0.0
447,Chris,Wood,16,4,3,41,200,1.59,15,37,20,2958,0,35,13.42,15.01,40.64,60689,5.6
448,Joe,Worrall,3,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,208912,0.0
449,Ryan,Yates,16,3,2,3,67,0.47,6,27,2,1901,0,18,2.41,2.88,27.84,204968,1.9
450,Carlos,Alcaraz Durán,9,3,3,5,44,0.68,1,9,2,766,0,7,1.78,2.46,11.33,502697,2.8
451,Samuel,Amo-Ameyaw,17,3,0,0,1,0.13,0,0,0,26,0,0,0.02,0.15,1.11,499724,0.5
452,Joe,Aribo,17,3,0,7,72,1.23,1,56,3,2007,0,21,2.69,3.92,56.51,193204,2.2
453,Adam,Armstrong,17,4,3,2,45,0.56,2,35,2,1246,0,15,3.28,3.84,33.47,155511,2.2
454,Gavin,Bazunu,17,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,456350,0.0
455,Jan,Bednarek,17,2,0,3,60,0.84,3,57,2,2531,0,30,0.65,1.49,57.80,171771,2.0
456,Armel,Bella-Kotchap,17,2,0,0,2,0.01,0,13,0,329,0,2,0.32,0.33,10.67,477386,0.5
457,James,Bree,17,2,1,0,23,0.71,1,31,0,1070,0,13,0.11,0.82,32.05,184386,1.4
458,Shea,Charles,17,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,463210,0.0
459,Samuel,Edozie,17,3,0,0,1,0.15,0,0,0,64,0,0,0.00,0.15,0.31,490503,0.5
460,Ronnie,Edwards,17,2,0,0,1,0.00,0,1,0,12,0,0,0.00,0.00,0.32,500926,1.0
461,Taylor,Harwood-Bellis,17,2,0,2,55,0.68,3,65,1,2824,0,32,1.78,2.46,68.50,245719,1.6
462,Kamaldeen,Sulemana,17,3,2,2,53,0.85,3,36,1,1394,0,17,1.39,2.24,35.69,504783,2.0
463,Adam,Lallana,17,3,2,1,17,0.48,0,8,0,352,0,5,0.15,0.63,7.96,39155,1.2
464,Juan,Larios López,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,515571,0.0
465,Mateusz,Lis,17,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,200428,0.0
466,Joe,Lumley,17,1,0,0,8,0.00,0,7,0,270,0,3,0.00,0.00,9.40,167888,2.7
467,Ryan,Manning,17,2,2,0,34,2.80,1,35,0,1458,0,18,0.34,3.14,36.45,204863,1.4
468,Sékou,Mara,17,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,476888,0.0
469,Alex,McCarthy,17,1,0,0,12,0.00,0,13,0,450,0,5,0.00,0.00,11.22,58376,2.4
470,Paul,Onuachu,17,4,1,4,51,0.26,1,26,4,1038,0,11,3.61,3.87,24.35,147611,2.0
471,Will,Smallbone,17,3,0,0,26,0.89,0,22,1,679,0,6,0.57,1.46,19.73,214466,1.4
472,Jack,Stephens,17,2,0,2,31,0.26,2,31,1,1389,2,17,0.58,0.84,31.75,88900,1.6
473,Ross,Stewart,17,4,0,3,20,0.04,1,9,1,382,0,4,1.15,1.19,9.55,230348,1.7
474,Sugawara,Yukinari,17,2,1,0,43,2.47,2,46,1,1548,0,16,0.48,2.95,41.15,219279,1.4
475,Charlie,Taylor,17,2,0,0,6,0.14,0,12,0,353,0,3,0.00,0.14,9.81,103914,0.8
476,Kyle,Walker-Peters,19,2,3,3,54,2.30,2,77,0,2918,0,33,0.85,3.14,76.26,158534,0.0
477,Nathan,Wood-Gordon,17,2,0,2,14,0.04,1,20,0,771,0,9,0.23,0.27,21.73,244845,1.3
478,Ashley,Phillips,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,548308,0.0
479,Brandon,Austin,18,1,0,0,1,0.00,0,2,0,90,0,1,0.00,0.00,2.53,214572,1.0
480,Rodrigo,Bentancur,18,3,0,1,49,1.02,3,26,2,1640,0,21,1.36,2.38,26.87,202993,1.9
481,Lucas,Bergvall,18,3,2,0,44,0.82,3,25,0,1200,0,11,0.71,1.53,24.33,570526,1.6
482,Yves,Bissouma,18,3,0,4,50,0.48,3,28,2,1396,0,16,0.64,1.12,26.38,227127,1.8
483,Bryan,Gil Salvatierra,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,436234,0.0
484,Ben,Davies,18,2,0,0,28,0.50,3,26,0,1329,0,14,0.27,0.77,25.79,115556,1.6
485,Alfie,Devine,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,496179,0.0
486,Radu,Drăgușin,18,2,0,0,24,0.16,2,29,0,1250,0,14,0.13,0.29,28.59,493125,1.5
487,Emerson,Leite de Souza Junior,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,241157,0.0
488,Fraser,Forster,18,1,0,0,19,0.00,1,15,0,630,0,7,0.00,0.00,14.80,40383,2.7
489,Archie,Gray,18,3,0,0,45,0.19,2,41,0,1750,0,19,0.03,0.22,37.33,547701,1.6
490,Pierre-Emile,Højbjerg,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,132015,0.0
491,Brennan,Johnson,18,3,6,13,137,1.99,2,38,11,2171,0,24,10.75,12.74,38.88,242898,4.2
492,Dejan,Kulusevski,18,3,4,9,117,4.03,6,41,7,2386,0,27,4.06,8.09,42.39,445044,3.7
493,Giovani,Lo Celso,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,200826,0.0
494,James,Maddison,18,3,8,15,133,5.92,6,32,9,1799,0,21,5.54,11.46,32.39,172780,4.3
495,Pedro,Porro Sauceda,18,2,6,6,98,4.71,6,47,2,2606,0,28,1.63,6.34,49.37,441164,3.0
496,Sergio,Reguilón,18,2,0,0,2,0.24,0,3,0,194,0,1,0.12,0.36,2.47,199249,0.5
497,Richarlison,de Andrade,18,4,1,0,35,0.60,1,9,4,497,0,4,3.71,4.31,7.29,212319,2.3
498,Cristian,Romero,18,2,1,3,49,0.81,3,22,1,1416,0,18,1.52,2.33,19.31,221632,2.7
499,Pape Matar,Sarr,18,3,2,4,71,0.78,2,38,3,1901,0,22,3.72,4.50,36.38,482442,2.0
500,Dane,Scarlett,18,4,1,0,6,0.00,0,1,0,31,0,0,0.04,0.04,0.83,490145,2.0
501,Oliver,Skipp,11,3,0,0,27,0.32,3,26,0,1118,0,10,0.37,0.69,26.06,209042,1.1
502,Manor,Solomon,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,235674,0.0
503,Son,Heung-min,18,3,10,12,129,4.97,4,35,7,2106,0,24,7.25,12.22,37.99,85971,4.3
504,Djed,Spence,18,2,2,6,51,1.41,3,39,1,1790,1,19,0.58,1.99,34.79,232859,2.0
505,Destiny,Udogie,18,2,1,0,43,1.22,2,35,0,1923,0,24,0.31,1.53,33.28,487053,1.7
506,Micky,van de Ven,18,2,2,2,32,0.70,2,17,0,1014,0,12,0.54,1.24,13.28,491279,2.5
507,Alejo,Véliz,18,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,536908,0.0
508,Guglielmo,Vicario,18,1,0,2,66,0.00,4,37,0,2160,0,24,0.00,0.00,33.60,184254,2.8
509,Timo,Werner,18,3,3,2,34,1.55,1,12,0,504,0,4,1.04,2.59,11.41,165153,1.9
510,Alfie,Whiteman,18,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,175941,0.0
511,Edson,Álvarez Velázquez,19,3,1,0,40,0.89,3,31,0,1769,1,20,0.39,1.28,30.15,213999,1.4
512,Michail,Antonio,19,4,4,3,42,0.91,4,18,1,834,0,11,2.20,3.11,17.83,57531,3.0
513,Alphonse,Areola,19,1,0,1,69,0.00,4,41,0,2259,0,25,0.00,0.00,37.78,84182,2.7
514,Jarrod,Bowen,19,3,11,21,193,6.47,8,50,13,2974,0,34,8.60,15.07,51.12,178186,5.7
515,Maxwel,Cornet,19,3,0,0,1,0.00,0,4,0,71,0,1,0.16,0.16,1.79,149519,0.5
516,Vladimír,Coufal,19,2,0,1,27,0.89,2,21,0,1056,0,11,0.37,1.25,19.80,164555,1.2
517,Aaron,Cresswell,19,2,0,3,36,1.89,3,8,0,818,0,10,0.23,2.12,13.03,55459,2.0
518,Flynn,Downes,17,3,0,0,48,1.41,4,49,1,2149,0,25,0.64,2.05,48.11,220585,1.8
519,George,Earthy,19,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,490885,0.0
520,Emerson,Palmieri dos Santos,19,2,1,4,76,2.19,5,41,2,2108,0,26,1.95,4.14,37.51,109533,2.5
521,Łukasz,Fabiański,19,1,0,2,39,0.00,2,21,0,1160,0,13,0.00,0.00,22.78,37096,2.8
522,Wes,Foderingham,19,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,82143,0.0
523,Danny,Ings,19,4,3,4,32,0.06,0,4,1,270,0,1,2.25,2.31,4.89,84939,2.1
524,Maximilian,Kilman,19,2,1,5,82,1.19,6,62,0,3348,0,38,1.55,2.74,59.71,214048,2.2
525,Mohammed,Kudus,18,3,4,5,106,2.67,7,46,5,2589,1,31,6.97,9.64,43.46,460842,3.3
526,Luis Guilherme,Lira dos Santos,19,3,0,0,12,0.13,0,5,0,139,0,1,0.42,0.55,2.61,577114,1.0
527,Lucas,Tolentino Coelho de Lima,19,3,1,5,80,3.36,4,50,4,2374,0,27,5.36,8.72,43.32,224024,2.4
528,Konstantinos,Mavropanos,19,2,0,4,45,0.39,2,39,0,2035,1,21,1.61,2.00,37.11,233963,1.4
529,Nayef,Aguerd,19,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,210494,0.0
530,Tomáš,Souček,19,3,2,15,126,1.27,7,44,9,2563,0,30,6.60,7.87,44.29,215439,3.6
531,James,Ward-Prowse,19,3,2,2,51,2.68,5,18,1,1433,1,17,1.59,4.27,19.29,101178,2.1
532,Kurt,Zouma,19,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,103192,0.0
533,Rayan,Aït-Nouri,13,2,7,13,125,3.98,7,67,4,3112,1,37,2.69,6.67,53.27,448514,3.4
534,Boubacar,Traoré,20,3,0,0,1,0.00,0,0,0,1,0,0,0.00,0.00,0.00,476502,1.0
535,Jean-Ricner,Bellegarde,20,3,7,5,90,2.74,6,31,2,1666,0,20,1.46,4.20,26.55,231057,2.6
536,Daniel,Bentley,20,1,0,1,9,0.00,1,4,0,180,0,2,0.00,0.00,3.01,79602,4.5
537,Francisco Jorge,Tomás Oliveira,20,3,0,0,1,0.05,0,0,0,6,0,0,0.00,0.05,0.00,510363,1.0
538,Tawanda,Chirewa,20,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,497606,0.0
539,Leon,Chiwome,20,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,589507,0.0
540,Luke,Cundle,20,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,245923,0.0
541,Matheus,Santos Carneiro da Cunha,14,4,7,41,178,5.29,7,54,15,2596,0,29,8.73,14.02,44.53,430871,5.4
542,Craig,Dawson,20,2,1,1,17,0.07,1,25,0,969,0,10,0.50,0.57,18.56,60232,1.1
543,Matt,Doherty,20,2,1,4,75,1.24,6,38,2,2105,0,25,1.12,2.36,32.68,87835,2.5
544,Tommy,Doyle,20,3,1,0,28,0.35,0,10,0,474,0,3,0.55,0.90,10.16,220394,1.2
545,Fábio,Soares Silva,20,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,449988,0.0
546,Nathan,Fraser,20,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,531363,0.0
547,Enso,González Medina,20,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,593001,0.0
548,Gonçalo Manuel,Ganchinho Guedes,20,3,4,2,62,0.92,3,25,2,979,0,10,3.28,4.20,18.83,181284,2.1
549,Hugo,Bueno López,20,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,490721,0.0
550,Hwang,Hee-chan,20,3,1,0,37,0.35,0,19,2,646,0,5,0.79,1.14,12.57,184754,1.8
551,Joe,Hodge,20,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,240299,0.0
552,Ki-Jana,Hoever,20,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,441271,0.0
553,João Victor,Gomes da Silva,20,3,1,7,87,2.61,6,59,3,2975,1,35,2.94,5.55,49.50,448089,2.4
554,José,Malheiro de Sá,20,1,0,4,93,0.01,7,48,0,2610,0,29,0.00,0.01,42.22,149065,3.2
555,Saša,Kalajdžić,20,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,429414,0.0
556,Tom,King,20,1,0,0,1,0.00,0,0,0,1,0,0,0.00,0.00,0.14,138001,1.0
557,Mario,Lemina,20,3,3,5,47,0.87,1,39,1,1363,0,15,1.30,2.17,27.26,151086,2.8
558,Yerson,Mosquera Valdelamar,20,2,0,0,3,0.03,0,12,0,441,0,5,0.33,0.36,5.63,501837,0.6
559,Nélson,Cabral Semedo,20,2,4,0,84,1.71,8,49,0,2889,0,32,1.05,2.76,47.76,200402,2.5
560,Pedro,Lomba Neto,7,3,6,9,104,4.47,8,25,4,2262,0,24,3.48,7.95,27.98,247632,3.0
561,Pedro,Cardoso de Lima,20,2,0,0,2,0.10,0,2,0,69,0,1,0.06,0.16,0.77,641221,0.7
562,Daniel,Castelo Podence,20,3,0,0,2,0.01,0,2,0,46,0,0,0.04,0.05,0.70,200600,1.0
563,Rodrigo,Martins Gomes,20,3,0,0,42,0.87,1,20,2,794,0,7,0.72,1.59,16.09,483081,1.7
564,Santiago,Ignacio Bueno,20,2,0,2,52,0.10,5,34,0,1678,0,18,0.45,0.55,29.40,231480,1.8
565,Pablo,Sarabia,20,3,2,3,50,1.90,1,17,3,800,0,7,2.88,4.78,15.78,88484,2.2
566,Jørgen,Strand Larsen,20,4,4,17,145,1.00,7,52,14,2587,0,30,10.14,11.14,43.94,247412,4.1
567,Toti,Gomes,20,2,1,8,79,0.60,8,45,0,2613,0,30,0.73,1.33,41.65,510362,2.5
568,Arijanet,Muric,10,1,0,5,49,0.01,1,33,0,1620,0,18,0.00,0.01,36.12,232917,2.7
569,Jaden,Philogene,10,3,0,3,37,0.34,2,22,2,796,1,7,2.43,2.77,14.41,481624,1.8
570,Abdul,Fatawu,11,3,2,3,26,1.42,0,14,0,576,0,6,0.41,1.83,11.00,531442,2.4
571,Sávio,Moreira de Oliveira,13,3,11,15,106,6.10,8,25,1,1760,0,21,5.02,11.12,21.39,510281,3.7
572,Leny,Yoro,14,2,0,0,22,0.15,1,24,0,1160,0,12,0.70,0.85,19.35,550864,1.0
573,Miodrag,Pivaš,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,578512,0.0
574,Nikola,Milenković,16,2,2,2,145,0.73,13,45,5,3330,0,37,4.05,4.78,48.95,227444,3.9
575,Caleb,Wiley,6,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,488464,0.0
576,Andy,Irving,19,3,0,0,9,0.12,0,4,0,161,0,1,0.13,0.25,4.48,229384,0.9
577,Jesper,Lindstrøm,8,3,1,0,44,1.96,6,14,0,1229,0,15,2.15,4.11,13.37,463903,1.8
578,Riccardo,Calafiori,1,2,1,1,39,0.69,1,12,2,978,0,11,0.86,1.55,10.28,466075,2.1
579,Ryan,Sessegnon,10,2,2,5,57,1.12,1,10,4,574,0,7,1.64,2.76,8.20,184349,3.6
580,Dean,Huijsen,3,2,2,14,104,1.57,7,31,3,2422,0,26,1.82,3.39,37.44,554605,3.2
581,Filip,Jörgensen,7,1,0,0,18,0.00,1,9,0,540,0,6,0.00,0.00,8.83,508479,3.0
